source	replies	label
The Coronavirus Outbreak Answers to your most common questions: Updated March 2, 2020  What is a coronavirus? It is a novel virus named for the crownlike spikes that protrude from its surface. The coronavirus can infect both animals and people and can	and people and can cause a range of respiratory illnesses from the common cold to lung lesions and pneumonia. How contagious is the virus? It seems to spread very easily from person to person, especially in homes, hospitals and other confined spaces.<EOS>The pathogen can travel through the air, enveloped in tiny respiratory droplets that are produced when a sick person breathes, talks, coughs or sneezes.Where has the virus spread? The virus, which originated in Wuhan, China, has sickened more than 89,700 in<EOS>at least 67 countries and more than 3,000 have died. The spread has slowed in China, but is picking up speed in Europe and the United States. What symptoms should I look out for? Symptoms, which can take between two to 14 days to appear, include fever, cough<EOS>and difficulty breathing or shortness of breath. Milder cases may resemble the flu or a bad cold, but people may be able to pass on the virus even before they develop symptoms. How do I keep myself and others safe? Washing your hands frequently is the most<EOS>the most important thing you can do, along with staying at home when you’re sick and avoiding touching your face. How can I prepare for a possible outbreak? Keep a 30-day supply of essential medicines. Get a flu shot. Have essential household items on hand.<EOS>Have a support system in place for elderly family members. What if I’m traveling? The C.D.C. has advised against all non-essential travel to South Korea, China, Italy and Iran. And the agency has warned older and at-risk travelers to avoid Japan.<EOS>How long will it take to develop a treatment or vaccine? Several drugs are being tested, and some initial findings are expected soon. A vaccine to stop the spread is still at least a year away.<EOS>	nonrumour
	nonrumour
'Fast and Furious' Cast Mourns Paul Walker's Death http://t.co/vAN2PaMYje	RIP “@mashable: 'Fast and Furious' Cast Mourns Paul Walker's Death http://t.co/IgbUP453FP”<EOS>@mashable<EOS>@mashable I m so sad about that<EOS>@mashable R_I_P I'w miss him<EOS>@mashable =(  rip!!<EOS>So sad. RT @mashable: 'Fast and Furious' Cast Mourns Paul Walker's Death http://t.co/5moJlYw9qF<EOS>@mashable It's devastating, Gudnite bro!<EOS>“@mashable: 'Fast and Furious' Cast Mourns Paul Walker's Death http://t.co/uFvhAnmB2S” #RIPPaulWalker #PaulWalker @FF7MovieRT<EOS>La convo avec Tyrese (aka Roman Pearce) ouf :-( RT“@mashable: 'Fast and Furious' Cast Mourns Paul Walker's Death http://t.co/WiSvzQlbLL”<EOS>@mashable#Sadness The moment I heard my thought was *here happy 1 moment, gone the next moment.#GodspeedPaul<EOS>@mashable great actor. In peace......<EOS>@mashable<EOS>	nonrumour
iPhone 6 owners claim it's bending in their pockets http://t.co/fwl0RCbaw6	“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/XL9pwamt2i” oh really ?<EOS>“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/h88BIoI3V9” this is crazy 😳<EOS>Uh oh... #Bendgate  “@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/T5y12XNqHZ”<EOS>@TIME is it made from caramel?<EOS>“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/x3cjbNeG0S” CARGO PANTS COMEBACK!<EOS>@AwkwardJourney @TIME I know just the one!<EOS>@TIME Junk, just high priced Junk....for self- important people...<EOS>“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/dmBSSLrxHq” it's not just your iPhone 5 @cousin_dany  #crapple<EOS>Tight ass pants. RT @TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/JtOOGbMGZs<EOS>“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/0As5KbXw1b”<EOS>And I wanted to buy one tomorrow? Ah never mind 😂😂😂😂🙈“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/66rAyfGMpz”<EOS>Bendable gbese? “@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/afF2CLxjzT”<EOS>I would suggest looser pants   “@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/MkwRS0ei8u”<EOS>@keemps17 “@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/SCljtcbCFS”<EOS>@TIME can't be - I heard Apple is perfect - just ask their passionate followers<EOS>Ta-da-da-daaan LOL #RuhRoh ►@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/qsKTXqPx1G<EOS>@TIME The Iphone is saying "Get Bent"!!<EOS>Oh dear Apple... “@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/BTyP8uR59F”<EOS>@TheRyanScott91 @TIME actually dying. HOWEVER Brad Pitt was seen wearing cargo pants last week so maybe there's hope ya know<EOS>Cause sitting on your phone is the smart thing to do.. RT @TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/l7LqZ2N4sY<EOS>“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/pVQ9NJy8uX”<EOS>@TIME buy bigger pants 😃<EOS>“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/bERsQbhBUV” might just replace my 5 battery...call it a day<EOS>@TIME All types of "wrongs" in this article<EOS>Oh snap RT @TIME iPhone 6 owners claim it's bending in their pockets http://t.co/28IQuEV4V4<EOS>“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/W809it9MPY” @arushkochhar<EOS>“@TIME: #iPhone6 owners claim it's bending in their pockets http://t.co/gB7ZvQtYrp” #Apple @timesofindia @guardian @Independent @OMGFacts<EOS>Wow! It bends too! “@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/kuGabdr7Np”<EOS>@TIME Real life .., No claim<EOS>“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/7xJ8ZdAX1B” @smfremeau<EOS>@J_Santucci “@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/cPzEddjDMu”<EOS>@TIME Is your iPhone 6 Plus bending in your pocket, or are you just happy to see me? - everyone<EOS>@TIME #iPhone6 beat @Samsungtweets with the world's first flexible phone!<EOS>“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/Aq0kg9mQ7p”  Hilarious !!! No fix for that one I bet<EOS>@TIME oh shit, a flexible screen... ahead of the curve! Lol<EOS>@TIME @DerekMedlin Usually objects of that size in your pants are bound to have a little bend to 'em. #JustSayin<EOS>“@Kristeeahn: “@TIME: iPhone 6 owners claim it's bending in their pockets ” might just replace my 5 battery...” 😒 they pants just tight af<EOS>“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/GYRxtuEnaK” Let's focus on the battery and wifi problems first.<EOS>“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/OaHSsT4893” shit 😁<EOS>@TIME It's not bending. It's just "flexing." http://t.co/ff7SVJXdy7<EOS>“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/6O7UpYRf76”  ΕΤΣΙ &amp; ΥΠΟΨΙΑΣΤΩ ΟΤΙ ΕΙΝΑΙ ΑΛΗΘΕΙΑ .... ΘΑ ΠΕΘΑΝΩ!!!<EOS>“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/NCgzWwgVnm”@mr_kinkaid<EOS>@TIME That's brilliant. It fits my bums<EOS>“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/NwvPWYyiE8” @richardmcnally @jamieheaslip @NiallHarbison<EOS>“@TIME: iPhone 6 owners claim it's bending in their pockets http://t.co/LrGB2HTEj8” @rafaelbifano cuidado miniiii!<EOS>	rumour
Plagiarism is the new virus, what is covid-19? https://t.co/LOk7wLQ4p5	@aaliyamotala1 Covid got competition now 😂<EOS>@HassanNatha At least turnitin is a cure for this virus<EOS>	nonrumour
MISCONCEPTIONS   1.) COVID-19 is just like the flu/another strain of the flu.   2.) COVID-19 is not as infectious nor as deadly as the seasonal flu.   3.) Younger individuals should not be worried about the virus.	Of greater concern to younger individuals, and in fact everyone should be the expected reemergence of COVID-19 in this coming fall. (4) The reemergence of infectious diseases in the fall typically is accompanied by mutations to the infectious agent enabling it to infect<EOS>all individuals, young and old and typically more virulent as well.(5) Which brings me to point #4.   4.) The actions mandated by public health officials, schools, and businesses worldwide are by no accounts an overreaction.<EOS>The prevention of the spread of disease not only helps our health professionals, hospitals, and public health organizations treat individuals, but also decreases risk of mutations in COVID-19 which would be responsible for a reemergence of COVID-19 in the fall able to severely<EOS>affect all individuals as the more COVID-19 is able to replicate in a host the more likely a beneficial mutation (from perspective of the virus) is to arise. (6) The stopping of the spread of COVID-19 now is CRUCIAL to preventing the spread later, and for protecting the elderly,<EOS>immunocompromised, and those with pre-existing conditions. It should also be noted that not extending the course of the COVID-19 virus in the population disproportionately affects those of lower socioeconomic statuses and those who are more likely to return to their workplace as<EOS>a result of financial need leading to increased spread. (7,8)  I would never make a claim to be an expert on this topic, and I applaud and look up to those who have spent their lives conducting research on infectious diseases.<EOS>I am, however, passionate about this particular area of science and passionate about education and educating the general public about infectious diseases. I highly encourage everyone of you to do your research, educate yourself on how you can best help yourself, your family,<EOS>and your community. The efforts to stop the spread of this disease begin on the individual level and are part of a global effort. The actions of individuals today will have resounding impacts in months and years to come.<EOS>I urge you to be safe and think of others in addition to yourself.   REFERENCES 1)https://t.co/i6KAsMaWuP 2)https://t.co/f7nqOY0FiP 3) https://t.co/UH8loCRhkD 4) https://t.co/ESDMPsmgkw 5)https://t.co/QBAWYhhGAb<EOS>6) https://t.co/lDIesSygs5 7)https://t.co/6iFECL5fgC 8)https://t.co/Lg0g6f9c9b<EOS>	rumour
What are the symptoms of COVID-19? Is COVID-19 airborne? Here are the answers to your biggest questions about the coronavirus pandemic https://t.co/bwm037RC5x	@TIME I think #coronavirus is airborne<EOS>@TIME Doesn’t load properly. Please fix.<EOS>@TIME Initially it's exhaled water droplets which can be inhaled or by transferance from surfaces.The virus can survive on anything except copper and live up to three days.<EOS>@TIME 1st pic looks like a wojack<EOS>@TIME Coronavirus...206K deaths As of today  For comparison ....  https://t.co/L8PMSbgZUV<EOS>@Ouyevolitub @TIME That's flu deaths without lockdowns.. without lockdown Covid deaths would be at least a million by now.. and that's only few months..<EOS>@TIME Check out my Gig on Fiverr: do amazon product listing image and photo editing https://t.co/88RZLamL2H<EOS>	nonrumour
	nonrumour
15. Drinking alcohol does not protect you against COVID-19 and can be dangerous https://t.co/ZrLN61q046	14. COVID-19 virus can be transmitted in areas with hot and humid climates https://t.co/ylKa2F40vu<EOS>16. Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease (COVID-19) or any other lung disease. https://t.co/gPUL51Y2lx<EOS>17. You can recover from the coronavirus disease (COVID-19). Catching the new coronavirus DOES NOT mean you will have it for life. https://t.co/yrjUM5qniK<EOS>18. Exposing yourself to the sun or to temperatures higher than 25C degrees DOES NOT prevent the coronavirus disease (COVID-19) https://t.co/aOQKrrwaBv<EOS>19. 5G mobile networks DO NOT spread COVID-19 https://t.co/VjqelBmpTn<EOS>	nonrumour
Cold weather and snow CANNOT kill the new coronavirus. There is no reason to believe that cold weather can kill the new coronavirus or other diseases. The normal human body temperature remains around 36.5°C to 37°C, regardless of the external temperature or weather.	By doing this you eliminate viruses that may be on your hands and avoid infection that could occur by then touching your eyes, mouth, and nose. https://t.co/H8M0OgibEU<EOS>The new coronavirus is a respiratory virus which spreads primarily through droplets generated when an infected person coughs or sneezes, or through droplets of saliva or discharge from the nose.<EOS>To protect yourself, clean your hands frequently with an alcohol-based hand rub or wash them with soap and water. Also, avoid close contact with anyone who is coughing and sneezing. https://t.co/kSdfGWv5GI<EOS>Are hand dryers effective in killing the new coronavirus? No. Hand dryers are not effective in killing the 2019-nCoV. To protect yourself against the new coronavirus, you should frequently clean your hands with an alcohol-based hand rub or wash them with soap and water.<EOS>Once your hands are cleaned, you should dry them thoroughly by using paper towels or a warm air dryer. https://t.co/sJhxDjdhrA<EOS>Can an ultraviolet disinfection lamp kill the new coronavirus? UV lamps should not be used to sterilize hands or other areas of skin as UV radiation can cause skin irritation. https://t.co/2pmp1tHJwG<EOS>How effective are thermal scanners in detecting people infected with the new coronavirus? Thermal scanners are effective in detecting people who have developed a fever (i.e. have a higher than normal body temperature) because of infection with the new coronavirus.<EOS>However, they cannot detect people who are infected but are not yet sick with fever. This is because it takes between 2 and 10 days before people who are infected become sick and develop a fever. https://t.co/KnrTczQAWn<EOS>Can spraying alcohol or chlorine all over your body kill the new coronavirus? No. Spraying alcohol or chlorine all over your body will not kill viruses that have already entered your body.<EOS>Spraying such substances can be harmful to clothes or mucous membranes (i.e. eyes, mouth). Be aware that both alcohol and chlorine can be useful to disinfect surfaces, but they need to be used under appropriate recommendations. https://t.co/wd5VHaUFan<EOS>Do vaccines against pneumonia protect you against the new coronavirus? No. Vaccines against pneumonia, such as pneumococcal vaccine and Haemophilus influenza type B (Hib) vaccine, do not provide protection against the new coronavirus.<EOS>The virus is so new and different that it needs its own vaccine. Researchers are trying to develop a vaccine against 2019-nCoV, and WHO is supporting their efforts.<EOS>Although these vaccines are not effective against 2019-nCoV, vaccination against respiratory illnesses is highly recommended to protect your health. https://t.co/Qu00YqTLMP<EOS>Can regularly rinsing your nose with saline help prevent infection with the new coronavirus? No. There is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus.<EOS>There is some limited evidence that regularly rinsing nose with saline can help people recover more quickly from the common cold. However, regularly rinsing the nose has not been shown to prevent respiratory infections. https://t.co/U63r6XI6p6<EOS>Can eating garlic help prevent infection with the new coronavirus? Garlic is a healthy food that may have some antimicrobial properties. However, there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus. https://t.co/yaLUTNsWGV<EOS>Does the new coronavirus affect older people, or are younger people also susceptible? People of all ages can be infected by the new coronavirus (2019-nCoV).<EOS>Older people, and people with pre-existing medical conditions (such as asthma, diabetes, heart disease) appear to be more vulnerable to becoming severely ill with the virus.<EOS>WHO advises people of all ages to take steps to protect themselves from the virus, for example by following good hand hygiene and good respiratory hygiene. https://t.co/bThbxOL21K<EOS>Are antibiotics effective in preventing and treating the new coronavirus? No, antibiotics do not work against viruses, only bacteria. The new coronavirus (2019-nCoV) is a virus and, therefore, antibiotics should not be used as a means of prevention or treatment.<EOS>However, if you are hospitalized for the 2019-nCoV, you may receive antibiotics because bacterial co-infection is possible. https://t.co/WpTNgsfJMU<EOS>Are there any specific medicines to prevent or treat the new coronavirus? To date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-nCoV).<EOS>However, those infected with the virus should receive appropriate care to relieve and treat symptoms, and those with severe illness should receive optimized supportive care.<EOS>Some specific treatments are under investigation, and will be tested through clinical trials. WHO is helping to accelerate research and development efforts with a range or partners. Pls Don't panic people with fake news because it's not real  All Facts are in these threads https://t.co/znoHarhr06<EOS>	nonrumour
